run_accession	biome_class	biome_subclass	biome	accession	sample_accession	sample_name	longitude	latitude	geo_loc_name	geo_loc_name_1	studies	sample_desc	environment_biome	environment_feature	environment_material	study_accession	experiment_accession	read_count	instrument_model	instrument_platform	library_layout	library_strategy	library_selection	library_source	fastq_ftp	query_biome
ERR2486619	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960322	SAMEA104335344	Anfila2huono	21.689	60.746	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505665	25873592	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/009/ERR2486619/ERR2486619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/009/ERR2486619/ERR2486619_2.fastq.gz	root:Environmental:Terrestrial
ERR2486620	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960323	SAMEA104335345	Anfila3huono	21.689	60.746	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505666	26784609	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/000/ERR2486620/ERR2486620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/000/ERR2486620/ERR2486620_2.fastq.gz	root:Environmental:Terrestrial
ERR2486621	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960324	SAMEA104335346	Anfila4hyva	21.689	60.746	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505667	28634900	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/001/ERR2486621/ERR2486621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/001/ERR2486621/ERR2486621_2.fastq.gz	root:Environmental:Terrestrial
ERR2486622	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960325	SAMEA104335347	Anfila5hyva	21.689	60.746	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505668	23674113	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/002/ERR2486622/ERR2486622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/002/ERR2486622/ERR2486622_2.fastq.gz	root:Environmental:Terrestrial
ERR2486623	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960326	SAMEA104335348	Anfila6hyva	21.689	60.746	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505669	25885576	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/003/ERR2486623/ERR2486623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/003/ERR2486623/ERR2486623_2.fastq.gz	root:Environmental:Terrestrial
ERR2486624	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960327	SAMEA104335349	Paapala7hyva	22.64	60.559	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505670	23412837	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/004/ERR2486624/ERR2486624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/004/ERR2486624/ERR2486624_2.fastq.gz	root:Environmental:Terrestrial
ERR2486625	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960328	SAMEA104335350	Paapala8hyva	22.64	60.559	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505671	34357929	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/005/ERR2486625/ERR2486625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/005/ERR2486625/ERR2486625_2.fastq.gz	root:Environmental:Terrestrial
ERR2486626	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960329	SAMEA104335351	Paapala9hyva	22.64	60.559	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505672	40708961	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/006/ERR2486626/ERR2486626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/006/ERR2486626/ERR2486626_2.fastq.gz	root:Environmental:Terrestrial
ERR2486627	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960330	SAMEA104335352	Paapala10huono	22.642	60.561	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505673	29855330	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/007/ERR2486627/ERR2486627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/007/ERR2486627/ERR2486627_2.fastq.gz	root:Environmental:Terrestrial
ERR2486628	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960331	SAMEA104335353	Paapala11huono	22.642	60.561	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505674	19193541	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/008/ERR2486628/ERR2486628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/008/ERR2486628/ERR2486628_2.fastq.gz	root:Environmental:Terrestrial
ERR2486629	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960332	SAMEA104335354	Paapala12huono	22.642	60.561	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505675	27460160	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/009/ERR2486629/ERR2486629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/009/ERR2486629/ERR2486629_2.fastq.gz	root:Environmental:Terrestrial
ERR2486630	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960333	SAMEA104335355	Toivonfila13huono	22.992	60.426	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505676	22550688	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/000/ERR2486630/ERR2486630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/000/ERR2486630/ERR2486630_2.fastq.gz	root:Environmental:Terrestrial
ERR2486631	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960334	SAMEA104335356	Toivonfila14huono	22.992	60.426	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505677	23258299	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/001/ERR2486631/ERR2486631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/001/ERR2486631/ERR2486631_2.fastq.gz	root:Environmental:Terrestrial
ERR2486632	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960335	SAMEA104335357	Toivonfila15huono	22.992	60.426	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505678	28724133	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/002/ERR2486632/ERR2486632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/002/ERR2486632/ERR2486632_2.fastq.gz	root:Environmental:Terrestrial
ERR2486633	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960336	SAMEA104335358	Toivonfila16hyva	23	60.425	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505679	28118482	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/003/ERR2486633/ERR2486633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/003/ERR2486633/ERR2486633_2.fastq.gz	root:Environmental:Terrestrial
ERR2486634	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960337	SAMEA104335359	Toivonfila17hyva	23	60.425	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505680	26542238	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/004/ERR2486634/ERR2486634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/004/ERR2486634/ERR2486634_2.fastq.gz	root:Environmental:Terrestrial
ERR2486635	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1960338	SAMEA104335360	Toivonfila18hyva	23	60.425	Finland	Finland	MGYS00002700	soil	cropland	agricultural	soil	PRJEB22376	ERX2505681	30929730	NextSeq 500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/005/ERR2486635/ERR2486635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/005/ERR2486635/ERR2486635_2.fastq.gz	root:Environmental:Terrestrial
ERR9752702	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024823	SAMEA14419238	F8W_T25	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300549	26986566	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752702/ERR9752702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752702/ERR9752702_2.fastq.gz	root:Environmental:Terrestrial
ERR9752724	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024824	SAMEA14419239	F8W_T26	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300571	22995386	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752724/ERR9752724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752724/ERR9752724_2.fastq.gz	root:Environmental:Terrestrial
ERR9752734	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024825	SAMEA14419240	F8W_T27	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300581	19387300	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752734/ERR9752734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752734/ERR9752734_2.fastq.gz	root:Environmental:Terrestrial
ERR9752742	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024826	SAMEA14419241	F80_T28	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300589	19020110	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752742/ERR9752742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752742/ERR9752742_2.fastq.gz	root:Environmental:Terrestrial
ERR9752750	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024827	SAMEA14419242	F80_T29	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300597	22306684	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/000/ERR9752750/ERR9752750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/000/ERR9752750/ERR9752750_2.fastq.gz	root:Environmental:Terrestrial
ERR9752757	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024828	SAMEA14419243	F80_T30	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300604	20376870	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/007/ERR9752757/ERR9752757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/007/ERR9752757/ERR9752757_2.fastq.gz	root:Environmental:Terrestrial
ERR9752762	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024829	SAMEA14419244	F8300_T31	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300609	26717066	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752762/ERR9752762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/002/ERR9752762/ERR9752762_2.fastq.gz	root:Environmental:Terrestrial
ERR9752768	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024830	SAMEA14419245	F8300_T32	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300615	24723166	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/008/ERR9752768/ERR9752768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/008/ERR9752768/ERR9752768_2.fastq.gz	root:Environmental:Terrestrial
ERR9752775	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024831	SAMEA14419246	F8300_T33	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300622	22525198	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/005/ERR9752775/ERR9752775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/005/ERR9752775/ERR9752775_2.fastq.gz	root:Environmental:Terrestrial
ERR9752780	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024832	SAMEA14419247	F8600_T34	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300627	22739550	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/000/ERR9752780/ERR9752780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/000/ERR9752780/ERR9752780_2.fastq.gz	root:Environmental:Terrestrial
ERR9752794	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024833	SAMEA14419248	F8600_T35	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9300641	28884544	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752794/ERR9752794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR975/004/ERR9752794/ERR9752794_2.fastq.gz	root:Environmental:Terrestrial
ERR9760450	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS12024834	SAMEA14419249	F8600_T36	-74.0864	41.9099	NA	USA	MGYS00006044	Soil samples from transect	farm soil	surface	soil	PRJEB52998	ERX9308297	33113920	NextSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR976/000/ERR9760450/ERR9760450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR976/000/ERR9760450/ERR9760450_2.fastq.gz	root:Environmental:Terrestrial
ERR1606219	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1325235	SAMEA4413786	kernen 1120	106.67	52.1332	Canada	NA	MGYS00001253	kernen	field soil	soil	soil	PRJEB15294	ERX1676786	276451342	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR160/009/ERR1606219/ERR1606219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR160/009/ERR1606219/ERR1606219_2.fastq.gz	root:Environmental:Terrestrial
ERR1606220	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1325236	SAMEA4413787	kernen 1130	106.67	52.1332	Canada	NA	MGYS00001253	kernen	field soil	soil	soil	PRJEB15294	ERX1676787	261668173	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR160/000/ERR1606220/ERR1606220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR160/000/ERR1606220/ERR1606220_2.fastq.gz	root:Environmental:Terrestrial
ERR1676588	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392515	SAMEA4493336	1120-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1120-1-6	field soil	soil	soil	PRJEB15294	ERX1746633	42176907	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/008/ERR1676588/ERR1676588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/008/ERR1676588/ERR1676588_2.fastq.gz	root:Environmental:Terrestrial
ERR1676589	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392516	SAMEA4493337	1124-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1124-1-6	field soil	soil	soil	PRJEB15294	ERX1746634	38723597	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/009/ERR1676589/ERR1676589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/009/ERR1676589/ERR1676589_2.fastq.gz	root:Environmental:Terrestrial
ERR1676590	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392517	SAMEA4493338	1125-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1125-1-6	field soil	soil	soil	PRJEB15294	ERX1746635	38234577	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/000/ERR1676590/ERR1676590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/000/ERR1676590/ERR1676590_2.fastq.gz	root:Environmental:Terrestrial
ERR1676591	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392518	SAMEA4493339	1126-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1126-1-6	field soil	soil	soil	PRJEB15294	ERX1746636	47153165	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/001/ERR1676591/ERR1676591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/001/ERR1676591/ERR1676591_2.fastq.gz	root:Environmental:Terrestrial
ERR1676592	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392519	SAMEA4493340	1129-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1129-1-6	field soil	soil	soil	PRJEB15294	ERX1746637	42267875	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/002/ERR1676592/ERR1676592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/002/ERR1676592/ERR1676592_2.fastq.gz	root:Environmental:Terrestrial
ERR1676593	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Agricultural	root:Environmental:Terrestrial:Soil:Agricultural	ERS1392520	SAMEA4493341	1130-1-6	106.67	52.1332	Canada	NA	MGYS00001253	1130-1-6	field soil	soil	soil	PRJEB15294	ERX1746638	42099348	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/003/ERR1676593/ERR1676593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/003/ERR1676593/ERR1676593_2.fastq.gz	root:Environmental:Terrestrial
ERR753910	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Forest	root:Environmental:Terrestrial:Soil:Forest soil	ERS656878	SAMEA3235149	O' Connor lake sample, mineral layer, OM0C0 treatment, replicate 1	-120.35	50.88	Canada	NA	MGYS00001167	O'' Connor lake sample, mineral layer, OM0C0 treatment, replicate 1	forest	Temperate coniferous forest	soil	PRJEB8420	ERX697631	66433629	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753910/ERR753910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753910/ERR753910_2.fastq.gz	root:Environmental:Terrestrial
ERR753911	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Forest	root:Environmental:Terrestrial:Soil:Forest soil	ERS656879	SAMEA3235150	O' Connor lake sample, mineral layer, OM0C0 treatment, replicate 2	-120.35	50.88	Canada	NA	MGYS00001167	O'' Connor lake sample, mineral layer, OM0C0 treatment, replicate 2	forest	Temperate coniferous forest	soil	PRJEB8420	ERX697632	59323551	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753911/ERR753911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753911/ERR753911_2.fastq.gz	root:Environmental:Terrestrial
ERR753912	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Forest	root:Environmental:Terrestrial:Soil:Forest soil	ERS656880	SAMEA3235151	O' Connor lake sample, mineral layer, OM0C0 treatment, replicate 3	-120.35	50.88	Canada	NA	MGYS00001167	O'' Connor lake sample, mineral layer, OM0C0 treatment, replicate 3	forest	Temperate coniferous forest	soil	PRJEB8420	ERX697633	61363338	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753912/ERR753912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753912/ERR753912_2.fastq.gz	root:Environmental:Terrestrial
ERR753913	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Forest	root:Environmental:Terrestrial:Soil:Forest soil	ERS656881	SAMEA3235152	O' Connor lake sample, organic layer, OM0C0 treatment, replicate 1	-120.35	50.88	Canada	NA	MGYS00001167	O'' Connor lake sample, organic layer, OM0C0 treatment, replicate 1	forest	Temperate coniferous forest	soil	PRJEB8420	ERX697634	60450551	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753913/ERR753913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753913/ERR753913_2.fastq.gz	root:Environmental:Terrestrial
ERR753914	root:Environmental:Terrestrial:Soil	root:Environmental:Terrestrial:Soil:Forest	root:Environmental:Terrestrial:Soil:Forest soil	ERS656882	SAMEA3235153	O' Connor lake sample, organic layer, OM0C0 treatment, replicate 2	-120.35	50.88	Canada	NA	MGYS00001167,MGYS00002028	O'' Connor lake sample, organic layer, OM0C0 treatment, replicate 2	forest	Temperate coniferous forest	soil	PRJEB8420	ERX697635	61449933	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753914/ERR753914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR753/ERR753914/ERR753914_2.fastq.gz	root:Environmental:Terrestrial
